uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
DF;20;BRASILIA;10;quinta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
PR;369;ARAPONGAS;10;quinta-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Capotamento;Céu Claro;Dupla;Reta;Não;false
PB;230;JOAO PESSOA;10;quinta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Céu Claro;Dupla;"Aclive;Reta";Sim;false
RN;101;SAO GONCALO DO AMARANTE;10;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
SC;101;SAO JOSE;10;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Múltipla;Reta;Sim;false
RS;386;TABAI;10;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
PB;230;JOAO PESSOA;10;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Dupla;Reta;Não;false
MG;365;UBERLANDIA;10;quinta-feira;Anoitecer;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
BA;407;JAGUARARI;10;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
PE;104;CARUARU;10;quinta-feira;Anoitecer;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Céu Claro;Múltipla;Reta;Sim;false
ES;101;LINHARES;10;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
MG;381;BETIM;10;quinta-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
SP;381;ATIBAIA;10;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Não;false
SP;153;SAO JOSE DO RIO PRETO;10;quinta-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
MG;116;UBAPORANGA;10;quinta-feira;Anoitecer;Transitar na contramão;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
SP;116;ARUJA;10;quinta-feira;Anoitecer;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
RN;110;MOSSORO;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Curva;Sim;false
SC;101;GOVERNADOR CELSO RAMOS;10;quinta-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Tombamento;Céu Claro;Dupla;Reta;Não;false
MT;70;BARRA DO GARCAS;10;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
MT;70;POCONE;10;quinta-feira;Pleno dia;Pista Escorregadia;Colisão transversal;Garoa/Chuvisco;Simples;"Aclive;Curva";Não;false
PR;369;LONDRINA;10;quinta-feira;Anoitecer;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MA;135;SANTA RITA;10;quinta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
DF;20;BRASILIA;10;quinta-feira;Plena Noite;Velocidade Incompatível;Queda de ocupante de veículo;Céu Claro;Simples;"Declive;Em Obras";Não;false
GO;40;CRISTALINA;10;quinta-feira;Pleno dia;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não;false
RJ;101;ANGRA DOS REIS;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
MG;381;BETIM;10;quinta-feira;Plena Noite;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Múltipla;Reta;Sim;false
RJ;101;RIO DE JANEIRO;10;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Ponte";Não;false
PB;230;SANTA RITA;10;quinta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
MG;40;CONTAGEM;10;quinta-feira;Plena Noite;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Aclive";Sim;false
GO;153;PIRACANJUBA;10;quinta-feira;Plena Noite;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Garoa/Chuvisco;Dupla;"Reta;Declive";Sim;true
PR;116;CURITIBA;10;quinta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Dupla;"Reta;Em Obras";Não;false
RN;304;MACAIBA;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Viaduto;Declive;Rotatória";Não;false
MG;116;ORIZANIA;10;quinta-feira;Plena Noite;Transitar na contramão;Colisão frontal;Nublado;Simples;Curva;Não;false
AL;104;UNIAO DOS PALMARES;10;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Céu Claro;Simples;Curva;Sim;false
PR;476;CURITIBA;10;quinta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Sim;false
ES;262;MUNIZ FREIRE;10;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Aclive;Reta";Não;false
SC;470;BLUMENAU;10;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Curva;Sim;false
PR;153;TIBAGI;10;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão frontal;Nublado;Simples;Reta;Não;false
PR;158;PATO BRANCO;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão frontal;Chuva;Simples;"Aclive;Curva";Sim;false
MG;116;INHAPIM;10;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
SP;116;ARUJA;10;quinta-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;false
MG;381;OLIVEIRA;10;quinta-feira;Plena Noite;Condutor Dormindo;Queda de ocupante de veículo;Céu Claro;Dupla;Curva;Não;false
GO;153;APARECIDA DE GOIANIA;10;sábado;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
SP;101;UBATUBA;10;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
PR;376;APUCARANA;10;quinta-feira;Plena Noite;Demais Fenômenos da natureza;Tombamento;Vento;Simples;Aclive;Não;false
GO;60;RIO VERDE;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;"Curva;Declive";Sim;false
PR;163;TOLEDO;10;quinta-feira;Plena Noite;Chuva;Capotamento;Chuva;Múltipla;"Aclive;Curva";Não;false
BA;367;SANTA CRUZ CABRALIA;10;segunda-feira;Plena Noite;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Nublado;Simples;Reta;Sim;true
GO;50;CAMPO ALEGRE DE GOIAS;10;quinta-feira;Plena Noite;Condutor Dormindo;Colisão com objeto;Céu Claro;Dupla;"Reta;Aclive";Não;false
DF;20;BRASILIA;10;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Reta;Sim;false
BA;242;ITABERABA;10;quinta-feira;Pleno dia;Pista esburacada;Tombamento;Céu Claro;Simples;Reta;Não;false
PR;376;MARIALVA;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Garoa/Chuvisco;Simples;Curva;Não;false
RN;101;NATAL;10;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Simples;Reta;Sim;false
SP;488;APARECIDA;10;quinta-feira;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Dupla;"Interseção de Vias;Reta";Sim;false
MT;174;CONQUISTA DOESTE;10;segunda-feira;Amanhecer;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Sim;false
RJ;101;ANGRA DOS REIS;10;quinta-feira;Plena Noite;Acesso irregular;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
RJ;101;RIO DE JANEIRO;10;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão transversal;Céu Claro;Múltipla;Reta;Sim;false
MG;262;UBERABA;10;quinta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;"Reta;Em Obras;Declive";Sim;false
TO;10;PALMAS;10;domingo;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Múltipla;Reta;Não;false
RS;158;CRUZ ALTA;10;sexta-feira;Plena Noite;Animais na Pista;Saída de leito carroçável;Nublado;Simples;Curva;Não;false
GO;60;ALEXANIA;10;quinta-feira;Plena Noite;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
ES;101;CARIACICA;10;sexta-feira;Plena Noite;Velocidade Incompatível;Tombamento;Nublado;Dupla;Reta;Não;false
SC;101;ITAPEMA;10;sexta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;false
PB;230;CRUZ DO ESPIRITO SANTO;10;sexta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Não;false
RJ;101;SAO GONCALO;10;quinta-feira;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
GO;414;CORUMBA DE GOIAS;10;sexta-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Céu Claro;Simples;"Curva;Declive";Não;false
RN;101;PARNAMIRIM;10;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
SC;101;ITAJAI;10;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Nublado;Múltipla;Reta;Sim;false
SC;101;BALNEARIO CAMBORIU;10;sexta-feira;Amanhecer;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Dupla;Curva;Sim;false
PB;230;JOAO PESSOA;10;sexta-feira;Pleno dia;Acesso irregular;Colisão transversal;Sol;Múltipla;"Desvio Temporário;Interseção de Vias;Curva;Em Obras";Sim;false
MG;262;MANHUACU;10;sexta-feira;Amanhecer;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Simples;Reta;Sim;false
ES;101;GUARAPARI;10;sexta-feira;Amanhecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Dupla;Curva;Sim;true
RS;116;CANOAS;9;sábado;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
SC;280;RIO NEGRINHO;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;"Interseção de Vias;Reta";Não;false
RJ;101;ANGRA DOS REIS;10;quinta-feira;Plena Noite;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Nublado;Simples;Reta;Sim;false
PR;277;PARANAGUA;10;sexta-feira;Pleno dia;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Nublado;Dupla;Reta;Não;false
CE;116;BAIXIO;10;sexta-feira;Pleno dia;Pista esburacada;Engavetamento;Céu Claro;Simples;Reta;Não;false
DF;70;BRASILIA;10;sexta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão lateral mesmo sentido;Céu Claro;Simples;Rotatória;Não;false
RJ;465;SEROPEDICA;10;quinta-feira;Plena Noite;Conversão proibida;Colisão frontal;Céu Claro;Simples;Reta;Sim;false
SP;116;SAO JOSE DOS CAMPOS;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Sol;Dupla;Reta;Sim;false
GO;60;ABADIANIA;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
DF;70;BRASILIA;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MG;262;PARA DE MINAS;9;sábado;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Múltipla;Curva;Não;false
RS;472;SANTA ROSA;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Reta;Sim;false
DF;70;BRASILIA;10;sexta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
SC;101;SAO JOSE;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Sim;false
ES;101;SAO MATEUS;9;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Queda de ocupante de veículo;Céu Claro;Simples;"Aclive;Curva";Não;false
RJ;101;RIO DE JANEIRO;10;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Simples;Reta;Sim;false
MG;354;ITAMONTE;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
RJ;40;DUQUE DE CAXIAS;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
MG;262;PARA DE MINAS;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão transversal;Céu Claro;Dupla;Reta;Sim;false
MT;163;SORRISO;10;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Sim;false
MG;40;SETE LAGOAS;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
PR;277;FOZ DO IGUACU;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Garoa/Chuvisco;Dupla;Reta;Sim;false
PR;369;LONDRINA;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
TO;153;GURUPI;10;sexta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
PE;0;CARUARU;10;sexta-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Sim;false
MG;116;MURIAE;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Reta";Sim;false
SP;381;SAO PAULO;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Não;false
TO;242;GURUPI;10;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
SP;153;SAO JOSE DO RIO PRETO;10;sexta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
SC;282;VARGEM;9;sábado;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;"Declive;Reta";Não;false
CE;222;SOBRAL;10;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
RJ;101;NITEROI;10;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Dupla;Reta;Sim;false
PR;373;PONTA GROSSA;10;segunda-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Nublado;Dupla;Curva;Não;false
MG;381;BETIM;10;sexta-feira;Pleno dia;Pedestre andava na pista;Atropelamento de Pedestre;Sol;Múltipla;"Aclive;Curva";Sim;false
SC;280;ARAQUARI;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Reta;Sim;false
SC;101;SAO JOSE;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Engavetamento;Nublado;Múltipla;"Aclive;Reta";Sim;false
SP;116;SAO JOSE DOS CAMPOS;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MG;381;BETIM;10;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Múltipla;Curva;Sim;false
GO;60;GOIANIA;10;sexta-feira;Pleno dia;Condutor usando celular;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
RJ;493;ITABORAI;10;segunda-feira;Plena Noite;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Sim;false
SP;101;UBATUBA;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
RJ;116;NOVA IGUACU;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
MS;163;CAMPO GRANDE;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
BA;324;SAO SEBASTIAO DO PASSE;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
SP;381;SAO PAULO;8;sábado;Pleno dia;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Múltipla;Reta;Sim;false
MG;381;EXTREMA;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Sol;Dupla;"Reta;Declive";Não;false
SC;470;BRUNOPOLIS;10;sexta-feira;Pleno dia;Conversão proibida;Colisão transversal;Nublado;Simples;Reta;Não;false
PI;343;TERESINA;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
PR;158;PATO BRANCO;10;sexta-feira;Plena Noite;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Sim;false
GO;50;CATALAO;10;sexta-feira;Pleno dia;Condutor Dormindo;Colisão com objeto;Céu Claro;Dupla;Curva;Não;false
RJ;116;SEROPEDICA;10;sexta-feira;Pleno dia;Mal súbito do condutor;Colisão com objeto;Céu Claro;Dupla;"Em Obras;Reta";Não;false
RS;101;TORRES;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Nublado;Dupla;Reta;Não;false
RJ;116;MAGE;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Múltipla;Reta;Não;false
GO;364;MINEIROS;10;sexta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não;false
ES;101;JAGUARE;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Retorno Regulamentado;Declive";Sim;false
RJ;116;NOVA IGUACU;10;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
PE;232;VITORIA DE SANTO ANTAO;10;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
RJ;116;MAGE;10;sexta-feira;Pleno dia;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Sol;Dupla;Curva;Não;false
ES;101;SOORETAMA;10;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
BA;324;SALVADOR;10;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sol;Dupla;Reta;Sim;false
PB;230;SAO MAMEDE;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
SC;470;INDAIAL;10;quarta-feira;Pleno dia;Ultrapassagem Indevida;Tombamento;Céu Claro;Simples;"Em Obras;Reta";Não;false
RS;285;SANTO ANTONIO DAS MISSOES;10;sexta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
PI;343;LAGOINHA DO PIAUI;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;"Interseção de Vias;Declive;Curva";Não;false
MG;40;PARACATU;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Declive;Não;false
PR;376;SAO JOSE DOS PINHAIS;10;sexta-feira;Pleno dia;Acesso irregular;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;false
SC;282;ALFREDO WAGNER;10;sexta-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Colisão frontal;Chuva;Simples;"Declive;Curva";Não;false
MG;116;MANHUACU;10;sexta-feira;Pleno dia;Ausência de reação do condutor;Eventos atípicos;Nublado;Simples;Reta;Sim;false
SC;101;ITAJAI;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim;false
MS;163;COXIM;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Simples;"Aclive;Reta";Não;false
RS;386;FREDERICO WESTPHALEN;10;sexta-feira;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
PE;232;CARUARU;10;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Declive;Reta";Não;false
DF;20;BRASILIA;10;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Múltipla;Declive;Sim;false
SP;116;SAO PAULO;10;sexta-feira;Pleno dia;Velocidade Incompatível;Colisão traseira;Nublado;Múltipla;Reta;Sim;false
MG;365;ITUIUTABA;10;sexta-feira;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Nublado;Simples;Aclive;Não;false
PR;369;UBIRATA;10;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Curva;Não;false
SP;116;TAUBATE;10;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Sim;false
