uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
RS;386;FREDERICO WESTPHALEN;3;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Rotatória;Não;false
SP;116;LORENA;3;sexta-feira;Pleno dia;Animais na Pista;Atropelamento de Animal;Céu Claro;Dupla;Reta;Não;false
SP;153;MARILIA;3;sexta-feira;Pleno dia;Ultrapassagem Indevida;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
MG;381;LAVRAS;3;sexta-feira;Anoitecer;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Céu Claro;Dupla;"Declive;Reta";Não;false
SP;116;GUARULHOS;3;sexta-feira;Plena Noite;Objeto estático sobre o leito carroçável;Queda de ocupante de veículo;Nublado;Múltipla;Reta;Sim;false
MG;50;UBERABA;3;sexta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Declive";Não;false
RO;364;JARU;3;sexta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Garoa/Chuvisco;Múltipla;Interseção de Vias;Sim;false
MG;50;UBERABA;3;sexta-feira;Anoitecer;Condutor deixou de manter distância do veículo da frente;Colisão transversal;Céu Claro;Dupla;"Declive;Reta";Sim;false
RJ;116;MAGE;3;sexta-feira;Plena Noite;Ausência de reação do condutor;Tombamento;Céu Claro;Dupla;Reta;Não;false
SP;116;GUARULHOS;3;sexta-feira;Plena Noite;Objeto estático sobre o leito carroçável;Colisão com objeto;Céu Claro;Múltipla;"Reta;Em Obras";Sim;false
MG;153;COMENDADOR GOMES;3;sexta-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;Interseção de Vias;Não;false
BA;116;VITORIA DA CONQUISTA;3;sexta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Curva";Sim;false
SC;101;ARAQUARI;3;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Não;false
MG;50;UBERABA;3;sexta-feira;Anoitecer;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Dupla;Reta;Não;false
BA;324;SALVADOR;3;sexta-feira;Plena Noite;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Chuva;Dupla;Curva;Não;false
MT;163;SINOP;3;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Colisão transversal;Chuva;Simples;Reta;Não;false
BA;110;CATU;3;sexta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
BA;101;SANTO ANTONIO DE JESUS;3;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;"Rotatória;Reta;Declive";Sim;false
SC;101;SAO JOSE;3;sexta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim;false
ES;101;CARIACICA;3;sexta-feira;Plena Noite;Frear bruscamente;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
PB;230;SOUSA;3;sexta-feira;Plena Noite;Transitar na contramão;Colisão frontal;Nublado;Simples;"Curva;Aclive";Não;true
RJ;116;SEROPEDICA;3;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Sim;false
AL;104;RIO LARGO;3;sexta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Sim;false
SP;116;CAJATI;3;sexta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Simples;"Aclive;Curva";Não;false
PE;423;SAO CAITANO;3;sexta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não;false
GO;60;GOIANIA;3;sexta-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Não;false
MG;356;MURIAE;3;sexta-feira;Plena Noite;Transitar na contramão;Colisão frontal;Nublado;Simples;Reta;Sim;false
MG;116;ITAOBIM;3;sexta-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Simples;"Reta;Declive";Não;true
RS;290;SANTO ANTONIO DA PATRULHA;3;sexta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Não;true
MS;163;JUTI;3;sexta-feira;Anoitecer;Frear bruscamente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
SC;280;ARAQUARI;3;sexta-feira;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Chuva;Simples;Reta;Sim;false
MG;459;CALDAS;3;sexta-feira;Plena Noite;Frear bruscamente;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
RS;285;VACARIA;3;sexta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não;false
PR;116;COLOMBO;3;sexta-feira;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim;false
MG;116;TEOFILO OTONI;3;sexta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;"Reta;Declive";Não;false
RO;364;CACOAL;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Nublado;Simples;Reta;Não;false
RO;174;VILHENA;3;sexta-feira;Plena Noite;Conversão proibida;Colisão frontal;Garoa/Chuvisco;Simples;Reta;Sim;false
RS;386;LAJEADO;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão com objeto;Céu Claro;Dupla;"Em Obras;Reta;Desvio Temporário;Viaduto";Sim;false
PR;116;FAZENDA RIO GRANDE;3;sábado;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
PR;376;SAO JOSE DOS PINHAIS;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão com objeto;Nublado;Dupla;Reta;Sim;false
RS;285;BOM JESUS;3;sábado;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;true
RS;116;ESTEIO;3;sábado;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Curva;Sim;false
RS;293;DOM PEDRITO;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Capotamento;Céu Claro;Simples;Reta;Não;false
SC;285;TIMBE DO SUL;3;sábado;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Simples;Reta;Não;false
SC;470;BLUMENAU;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão com objeto;Céu Claro;Dupla;Reta;Sim;false
SP;116;CACAPAVA;3;sábado;Plena Noite;Condutor Dormindo;Colisão com objeto;Céu Claro;Dupla;Reta;Não;false
MT;163;TERRA NOVA DO NORTE;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Queda de ocupante de veículo;Garoa/Chuvisco;Simples;Reta;Não;false
PR;277;SAO MIGUEL DO IGUACU;3;sábado;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Dupla;"Declive;Curva";Não;false
SC;282;XAXIM;3;sábado;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Curva;Não;false
AL;316;PALMEIRA DOS INDIOS;3;sábado;Plena Noite;Animais na Pista;Atropelamento de Animal;Nublado;Simples;Reta;Não;false
PE;104;CARUARU;3;sábado;Amanhecer;Animais na Pista;Atropelamento de Animal;Céu Claro;Dupla;Reta;Não;false
SC;163;GUARUJA DO SUL;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
RJ;40;PETROPOLIS;3;sábado;Amanhecer;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
MG;365;VARJAO DE MINAS;3;sábado;Plena Noite;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Céu Claro;Simples;Reta;Não;false
SC;480;CHAPECO;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Declive";Sim;false
SC;101;BIGUACU;3;sábado;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Garoa/Chuvisco;Dupla;Curva;Não;false
SC;470;NAVEGANTES;3;sábado;Amanhecer;Ingestão de álcool pelo condutor;Colisão frontal;Nublado;Dupla;Curva;Sim;false
RJ;116;RESENDE;3;sábado;Plena Noite;Ausência de sinalização;Colisão lateral mesmo sentido;Céu Claro;Dupla;Curva;Não;false
SC;282;RANCHO QUEIMADO;3;sábado;Amanhecer;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Garoa/Chuvisco;Simples;"Declive;Curva";Não;false
MS;163;RIO VERDE DE MATO GROSSO;3;sábado;Amanhecer;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Reta;Sim;false
RJ;116;SAO JOAO DE MERITI;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Múltipla;Reta;Sim;false
PE;101;IGARASSU;3;sábado;Pleno dia;Transitar na calçada;Colisão transversal;Céu Claro;Múltipla;"Reta;Interseção de Vias";Sim;false
CE;116;HORIZONTE;3;sábado;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Curva;Sim;true
ES;262;DOMINGOS MARTINS;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Reta;Não;false
SC;101;ITAPEMA;3;sábado;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Múltipla;Reta;Sim;false
RJ;101;CAMPOS DOS GOYTACAZES;3;sábado;Amanhecer;Mal súbito do condutor;Saída de leito carroçável;Nublado;Simples;Reta;Não;true
SP;381;ATIBAIA;3;sábado;Pleno dia;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não;false
RS;293;CANDIOTA;3;sábado;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não;false
MG;40;RIBEIRAO DAS NEVES;3;sábado;Pleno dia;Objeto estático sobre o leito carroçável;Colisão com objeto;Céu Claro;Dupla;Reta;Sim;false
GO;414;ANAPOLIS;3;sábado;Pleno dia;Velocidade Incompatível;Queda de ocupante de veículo;Céu Claro;Simples;Declive;Não;false
ES;101;SERRA;3;sábado;Pleno dia;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Nublado;Simples;Reta;Não;false
RJ;101;CASIMIRO DE ABREU;3;sábado;Amanhecer;Ingestão de álcool pelo condutor;Colisão com objeto;Céu Claro;Dupla;Reta;Não;false
SC;280;ARAQUARI;3;sábado;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
PR;467;CASCAVEL;3;sábado;Pleno dia;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Sim;false
PE;232;RECIFE;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Simples;Reta;Sim;false
MT;364;JACIARA;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
RJ;101;SAO GONCALO;3;sábado;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Tombamento;Céu Claro;Dupla;Reta;Sim;false
PB;101;JOAO PESSOA;3;sábado;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
SP;101;UBATUBA;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
SC;282;NOVA ITABERABA;3;sábado;Pleno dia;Ingestão de álcool pelo condutor;Capotamento;Céu Claro;Simples;"Declive;Curva";Não;false
SC;280;GUARAMIRIM;3;sábado;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Em Obras";Não;false
PR;163;TERRA ROXA;3;sábado;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Sol;Simples;Aclive;Não;false
RJ;101;ITAGUAI;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Sol;Dupla;Reta;Sim;false
SP;381;SAO PAULO;3;sábado;Pleno dia;Manobra de mudança de faixa;Colisão transversal;Céu Claro;Múltipla;Curva;Sim;false
MG;365;PATOS DE MINAS;3;sábado;Pleno dia;Acumulo de óleo sobre o pavimento;Tombamento;Sol;Simples;"Retorno Regulamentado;Rotatória";Não;false
PR;153;IRATI;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Capotamento;Céu Claro;Simples;Reta;Sim;false
MG;356;MURIAE;3;sábado;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Nublado;Simples;"Curva;Declive";Sim;false
MG;365;ROMARIA;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
BA;349;CORRENTINA;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
PA;230;MARABA;3;sábado;Pleno dia;Transitar no Acostamento;Colisão transversal;Céu Claro;Dupla;Interseção de Vias;Sim;false
MT;158;AGUA BOA;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Capotamento;Céu Claro;Simples;Reta;Não;false
SC;101;SAO JOSE;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Aclive;Reta";Sim;false
MA;222;BOM JESUS DAS SELVAS;2;segunda-feira;Plena Noite;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Ignorado;Simples;Reta;Sim;false
SC;282;DESCANSO;3;sábado;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;"Declive;Curva";Não;false
MT;364;RONDONOPOLIS;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Dupla;Reta;Sim;false
MG;381;OLIVEIRA;3;sábado;Pleno dia;Condutor Dormindo;Capotamento;Céu Claro;Dupla;Curva;Não;false
RJ;116;NOVA IGUACU;3;sábado;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
BA;110;CATU;3;sábado;Pleno dia;Velocidade Incompatível;Capotamento;Céu Claro;Simples;Curva;Não;false
SC;101;PALHOCA;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Aclive;Reta";Não;false
RJ;40;DUQUE DE CAXIAS;3;sábado;Pleno dia;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Sol;Dupla;Reta;Sim;false
RJ;101;SAO GONCALO;3;sábado;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sol;Dupla;Reta;Sim;false
SC;101;ITAJAI;3;sábado;Pleno dia;Acesso irregular;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Interseção de Vias;Reta";Sim;false
CE;20;BOA VIAGEM;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sol;Simples;Reta;Sim;false
SP;116;MIRACATU;3;sábado;Pleno dia;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
SP;153;ONDA VERDE;3;sábado;Pleno dia;Ausência de reação do condutor;Colisão frontal;Sol;Simples;Reta;Não;true
PB;412;SAO JOAO DO CARIRI;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Sol;Simples;Reta;Não;false
SC;280;ARAQUARI;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;Reta;Sim;false
RJ;101;RIO DE JANEIRO;3;sábado;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Dupla;Reta;Não;false
SP;381;SAO PAULO;3;sábado;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Curva;Não;false
MG;40;CONTAGEM;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Sim;false
RJ;116;DUQUE DE CAXIAS;3;sábado;Pleno dia;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Céu Claro;Dupla;Curva;Sim;false
ES;101;CARIACICA;3;sábado;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Sim;false
BA;101;UBAITABA;3;sábado;Pleno dia;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Simples;Curva;Não;false
PR;376;PONTA GROSSA;3;sábado;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Declive;Reta";Não;false
PB;230;SOLEDADE;3;sábado;Pleno dia;Ingestão de álcool pelo condutor;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
SC;101;TIJUCAS;3;sábado;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
RO;364;OURO PRETO DO OESTE;3;sábado;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
PE;232;VITORIA DE SANTO ANTAO;3;sábado;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
SC;280;ARAQUARI;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Engavetamento;Céu Claro;Simples;Reta;Não;false
ES;101;VILA VELHA;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não;false
RJ;40;DUQUE DE CAXIAS;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Aclive;Reta";Sim;false
ES;101;SOORETAMA;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Céu Claro;Simples;Reta;Não;true
RR;401;BOA VISTA;3;sábado;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Chuva;Simples;"Reta;Ponte";Não;true
MG;262;UBERABA;3;sábado;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
SC;101;BIGUACU;3;sábado;Pleno dia;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Sim;false
SC;116;LAGES;3;sábado;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Interseção de Vias;Não;false
PI;343;FLORIANO;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Atropelamento de Animal;Céu Claro;Simples;Reta;Sim;false
PR;373;PONTA GROSSA;3;sábado;Pleno dia;Pedestre andava na pista;Atropelamento de Pedestre;Sol;Dupla;Reta;Sim;false
SC;101;BIGUACU;3;sábado;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Dupla;Reta;Sim;false
RJ;101;NITEROI;3;sábado;Anoitecer;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim;false
PB;104;QUEIMADAS;3;sábado;Pleno dia;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;"Reta;Declive";Não;false
PR;277;SAO JOSE DOS PINHAIS;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Tombamento;Céu Claro;Dupla;"Curva;Interseção de Vias";Não;false
SC;470;INDAIAL;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Aclive";Sim;false
MT;364;NOBRES;3;sábado;Anoitecer;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Nublado;Dupla;Reta;Não;false
SC;280;ARAQUARI;3;sábado;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;false
SC;101;ITAJAI;3;sábado;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
PR;277;PRUDENTOPOLIS;3;sábado;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Simples;Curva;Não;false
RJ;40;DUQUE DE CAXIAS;3;sábado;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Ignorado;Múltipla;Reta;Sim;false
RJ;116;NOVA IGUACU;3;sábado;Plena Noite;Demais falhas na via;Colisão traseira;Céu Claro;Dupla;Curva;Não;false
SC;101;SAO JOSE;3;sábado;Plena Noite;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Múltipla;Reta;Sim;false
RJ;101;SAO GONCALO;3;sábado;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
CE;304;ARACATI;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Tombamento;Garoa/Chuvisco;Simples;Interseção de Vias;Não;false
GO;50;CATALAO;3;sábado;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;"Em Obras;Reta;Desvio Temporário";Sim;false
RS;468;CAMPO NOVO;3;sábado;Plena Noite;Velocidade Incompatível;Colisão traseira;Ignorado;Simples;Reta;Não;true
PR;369;CAMBE;3;sábado;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
RN;406;SAO GONCALO DO AMARANTE;3;sábado;Plena Noite;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Chuva;Simples;Reta;Não;false
PR;153;JACAREZINHO;3;sábado;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não;false
SC;101;PALHOCA;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Capotamento;Céu Claro;Dupla;Reta;Sim;false
PI;222;PIRIPIRI;3;sábado;Plena Noite;Animais na Pista;Atropelamento de Animal;Chuva;Simples;Reta;Não;false
RS;153;TRES ARROIOS;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão frontal;Céu Claro;Simples;Interseção de Vias;Sim;false
PB;104;SAO SEBASTIAO DE LAGOA DE  ROCA;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Nublado;Simples;"Declive;Reta";Não;false
SC;101;TUBARAO;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Rotatória;Viaduto";Não;false
SC;280;CANOINHAS;3;sábado;Plena Noite;Velocidade Incompatível;Queda de ocupante de veículo;Céu Claro;Simples;"Reta;Declive";Não;false
RJ;465;SEROPEDICA;3;sábado;Plena Noite;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Reta;Sim;false
RS;158;SANTA MARIA;3;sábado;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Nublado;Dupla;Reta;Não;false
RS;392;RIO GRANDE;3;sábado;Plena Noite;Velocidade Incompatível;Atropelamento de Animal;Chuva;Dupla;Curva;Não;false
PR;476;CONTENDA;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
MT;364;CUIABA;3;sábado;Plena Noite;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;"Reta;Viaduto;Aclive";Não;false
SP;101;UBATUBA;3;sábado;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
SC;470;INDAIAL;3;sábado;Plena Noite;Acesso irregular;Colisão traseira;Nublado;Múltipla;Reta;Sim;false
CE;116;PACAJUS;3;sábado;Plena Noite;Chuva;Queda de ocupante de veículo;Chuva;Dupla;Reta;Não;false
RJ;101;CASIMIRO DE ABREU;3;sábado;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
PR;376;SAO JOSE DOS PINHAIS;3;sábado;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
RS;468;TRES PASSOS;3;sábado;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Ignorado;Múltipla;Rotatória;Sim;false
PI;316;PICOS;3;sábado;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;"Reta;Ponte";Sim;false
RS;468;TIRADENTES DO SUL;3;sábado;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não;false
PI;316;PICOS;3;sábado;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Múltipla;"Reta;Interseção de Vias";Sim;false
BA;324;SALVADOR;3;sábado;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;false
PR;116;CAMPINA GRANDE DO SUL;3;domingo;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Nublado;Dupla;Reta;Não;false
MS;262;CAMPO GRANDE;3;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
MG;381;SANTO ANTONIO DO AMPARO;3;domingo;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Nublado;Dupla;Curva;Não;false
SP;116;ITAPECERICA DA SERRA;3;domingo;Plena Noite;Velocidade Incompatível;Colisão com objeto;Céu Claro;Dupla;Curva;Sim;false
PB;230;JOAO PESSOA;3;domingo;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;false
SP;101;UBATUBA;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;true
SP;116;REGISTRO;3;domingo;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;false
RO;174;VILHENA;3;domingo;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Chuva;Simples;Reta;Sim;false
SP;116;SAO PAULO;3;domingo;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Múltipla;"Reta;Em Obras";Sim;false
MS;163;CAMPO GRANDE;3;domingo;Amanhecer;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;"Reta;Aclive";Sim;false
MT;70;CUIABA;3;sábado;Pleno dia;Transitar na contramão;Colisão lateral sentido oposto;Chuva;Simples;Reta;Não;false
PB;230;JUNCO DO SERIDO;3;domingo;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
RS;290;SANTA MARGARIDA DO SUL;3;domingo;Plena Noite;Acumulo de areia ou detritos sobre o pavimento;Colisão com objeto;Céu Claro;Simples;"Declive;Em Obras;Curva";Não;false
SC;101;PENHA;3;domingo;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Nevoeiro/Neblina;Dupla;Reta;Sim;false
SP;381;SAO PAULO;3;domingo;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Múltipla;Curva;Sim;false
MG;40;NOVA LIMA;3;domingo;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Sol;Simples;Reta;Não;false
