data_inversa;dia_semana;horario;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tipo_pista;tracado_via;uso_solo;mortos;acidente_fatal
2025-01-06;segunda-feira;10:50:00;PR;277;GUARAPUAVA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Aclive;Reta";Não;0;false
2025-01-06;segunda-feira;11:45:00;MG;50;DELTA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Aclive";Não;0;false
2025-01-06;segunda-feira;13:10:00;PR;277;PARANAGUA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Interseção de Vias;Reta;Rotatória";Sim;0;false
2025-01-06;segunda-feira;12:00:00;PR;376;PONTA GROSSA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Curva;Declive";Não;0;false
2025-01-06;segunda-feira;10:40:00;MG;116;GOVERNADOR VALADARES;Ultrapassagem Indevida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;11:30:00;BA;101;WENCESLAU GUIMARAES;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;"Reta;Declive";Não;1;true
2025-01-06;segunda-feira;14:10:00;MG;153;PRATA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Declive;Curva";Não;0;false
2025-01-06;segunda-feira;11:35:00;MS;158;APARECIDA DO TABOADO;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;14:00:00;RS;285;LAGOA VERMELHA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Não;1;true
2025-01-06;segunda-feira;15:30:00;ES;101;ARACRUZ;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Sim;0;false
2025-01-06;segunda-feira;14:20:00;MG;116;DOM CAVATI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Reta;Sim;0;false
2025-01-06;segunda-feira;07:55:00;SC;101;ITAJAI;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Sol;Múltipla;Reta;Sim;0;false
2025-01-06;segunda-feira;16:00:00;MG;40;JUIZ DE FORA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Curva;Não;0;false
2025-01-06;segunda-feira;16:00:00;SC;470;BLUMENAU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Rotatória;Interseção de Vias";Não;0;false
2025-01-06;segunda-feira;15:20:00;RJ;101;ITAGUAI;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-06;segunda-feira;16:30:00;GO;20;FLORES DE GOIAS;Demais falhas mecânicas ou elétricas;Colisão frontal;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Aclive;Reta";Não;0;false
2025-01-06;segunda-feira;15:30:00;PR;373;CHOPINZINHO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Interseção de Vias;Não;0;false
2025-01-06;segunda-feira;16:30:00;RJ;116;BELFORD ROXO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-06;segunda-feira;13:00:00;MG;262;CAMPOS ALTOS;Ultrapassagem Indevida;Tombamento;Com Vítimas Feridas;Pleno dia;Sol;Simples;Curva;Não;0;false
2025-01-06;segunda-feira;16:15:00;SC;101;ARAQUARI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-06;segunda-feira;17:20:00;PB;104;QUEIMADAS;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Reta;Sim;0;false
2025-01-06;segunda-feira;15:00:00;MG;251;PADRE CARVALHO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Reta;Declive";Não;0;false
2025-01-06;segunda-feira;18:25:00;BA;116;SANTO ESTEVAO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-06;segunda-feira;18:00:00;SC;101;ICARA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Céu Claro;Múltipla;Reta;Não;0;false
2025-01-06;segunda-feira;12:30:00;BA;349;CORRENTINA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;13:00:00;MG;40;SAO GONCALO DO ABAETE;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;"Declive;Reta";Não;1;true
2025-01-06;segunda-feira;19:30:00;SE;101;ESTANCIA;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Com Vítimas Fatais;Plena Noite;Céu Claro;Dupla;Reta;Não;1;true
2025-01-06;segunda-feira;20:05:00;PE;232;ARCOVERDE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Curva;Não;0;false
2025-01-06;segunda-feira;20:00:00;MG;153;PRATA;Chuva;Colisão traseira;Com Vítimas Feridas;Plena Noite;Chuva;Dupla;Reta;Não;0;false
2025-01-06;segunda-feira;21:20:00;PR;277;PARANAGUA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Plena Noite;Nublado;Simples;"Interseção de Vias;Reta";Sim;0;false
2025-01-06;segunda-feira;19:20:00;MT;70;PRIMAVERA DO LESTE;Demais falhas mecânicas ou elétricas;Eventos atípicos;Com Vítimas Feridas;Plena Noite;Nevoeiro/Neblina;Simples;"Declive;Reta";Não;0;false
2025-01-06;segunda-feira;18:50:00;MT;70;GENERAL CARNEIRO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Nublado;Simples;Reta;Não;1;true
2025-01-06;segunda-feira;22:40:00;DF;40;BRASILIA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-06;segunda-feira;21:00:00;PR;153;TIBAGI;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;"Curva;Declive";Não;1;true
2025-01-06;segunda-feira;19:15:00;RR;174;CARACARAI;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;Reta;Não;1;true
2025-01-06;segunda-feira;08:40:00;BA;324;SIMOES FILHO;Problema com o freio;Engavetamento;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;23:54:00;PR;116;QUATRO BARRAS;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;02:00:00;SP;116;REGISTRO;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;00:10:00;SP;116;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Garoa/Chuvisco;Simples;Curva;Não;0;false
2025-01-07;terça-feira;06:40:00;SC;470;BLUMENAU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-01-07;terça-feira;05:00:00;BA;407;PONTO NOVO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Céu Claro;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;09:40:00;CE;116;EUSEBIO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-07;terça-feira;09:40:00;SE;101;ITAPORANGA DAJUDA;Mal súbito do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;08:50:00;MG;251;SALINAS;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Reta;Declive";Não;0;false
2025-01-06;segunda-feira;11:30:00;MG;40;TRES MARIAS;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;23:00:00;TO;153;FORTALEZA DO TABOCAO;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-01-07;terça-feira;10:00:00;RN;304;MOSSORO;Condutor deixou de manter distância do veículo da frente;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-07;terça-feira;08:10:00;AL;101;JEQUIA DA PRAIA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Declive;Curva";Não;0;false
2025-01-07;terça-feira;08:20:00;SP;116;LORENA;Condutor Dormindo;Colisão traseira;Sem Vítimas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-07;terça-feira;08:40:00;SC;470;APIUNA;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-07;terça-feira;10:45:00;ES;393;CACHOEIRO DE ITAPEMIRIM;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-07;terça-feira;12:30:00;BA;116;RAFAEL JAMBEIRO;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;10:00:00;MG;50;UBERABA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;12:55:00;MG;381;JOAO MONLEVADE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;"Curva;Declive";Não;0;false
2025-01-07;terça-feira;13:15:00;RS;116;PELOTAS;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Sol;Dupla;Reta;Não;0;false
2025-01-07;terça-feira;10:40:00;PA;163;ALTAMIRA;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-07;terça-feira;13:20:00;RS;386;TIO HUGO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-07;terça-feira;12:10:00;SP;116;GUARULHOS;Transtornos Mentais (exceto suicidio);Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Reta;Em Obras";Não;0;false
2025-01-07;terça-feira;12:04:00;RO;319;PORTO VELHO;Suicídio (presumido);Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Nublado;Dupla;Reta;Sim;1;true
2025-01-07;terça-feira;09:30:00;BA;116;TUCANO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Não;1;true
2025-01-07;terça-feira;13:30:00;RJ;101;RIO DE JANEIRO;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Retorno Regulamentado;Reta";Não;0;false
2025-01-07;terça-feira;14:20:00;PR;277;GUARAPUAVA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Sol;Simples;"Aclive;Reta";Não;0;false
2025-01-07;terça-feira;15:00:00;RS;285;SANTO ANTONIO DAS MISSOES;Manobra de mudança de faixa;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;01:30:00;PR;476;BOCAIUVA DO SUL;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Nublado;Simples;Curva;Não;0;false
2025-01-07;terça-feira;14:30:00;RS;116;SAO MARCOS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Aclive";Sim;0;false
2025-01-07;terça-feira;15:30:00;MG;116;TEOFILO OTONI;Faixas de trânsito com largura insuficiente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-01-07;terça-feira;15:50:00;SC;282;FLORIANOPOLIS;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Nublado;Múltipla;Reta;Sim;0;false
2025-01-07;terça-feira;16:15:00;RS;116;SAPUCAIA DO SUL;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-07;terça-feira;15:48:00;BA;101;TEODORO SAMPAIO;Frear bruscamente;Saída de leito carroçável;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Reta;Declive";Não;0;false
2025-01-07;terça-feira;13:55:00;PR;277;GUARANIACU;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Sol;Simples;"Curva;Aclive";Não;0;false
2025-01-07;terça-feira;14:00:00;PI;343;AMARANTE;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Aclive;Reta";Não;0;false
2025-01-07;terça-feira;14:52:00;BA;101;EUNAPOLIS;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;"Curva;Declive";Não;0;false
2025-01-07;terça-feira;17:35:00;PE;101;JABOATAO DOS GUARARAPES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Fatais;Anoitecer;Céu Claro;Dupla;Reta;Sim;1;true
2025-01-07;terça-feira;19:40:00;BA;101;TEIXEIRA DE FREITAS;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Nublado;Simples;Reta;Não;1;true
2025-01-07;terça-feira;17:24:00;MT;163;VERA;Manobra de mudança de faixa;Colisão frontal;Com Vítimas Fatais;Anoitecer;Chuva;Simples;Reta;Não;1;true
2025-01-07;terça-feira;17:00:00;MG;262;UBERABA;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Chuva;Simples;"Curva;Declive";Não;0;false
2025-01-07;terça-feira;19:40:00;PA;230;ALTAMIRA;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-07;terça-feira;21:15:00;SP;116;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;"Reta;Em Obras";Sim;0;false
2025-01-07;terça-feira;17:30:00;RO;364;JARU;Retorno proibido;Colisão lateral mesmo sentido;Sem Vítimas;Anoitecer;Nublado;Simples;"Aclive;Retorno Regulamentado;Curva";Não;0;false
2025-01-07;terça-feira;22:00:00;SP;116;JACAREI;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Aclive;Não;0;false
2025-01-07;terça-feira;20:00:00;SC;101;GARUVA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Chuva;Dupla;"Reta;Aclive";Não;0;false
2025-01-07;terça-feira;22:30:00;MG;116;ALEM PARAIBA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Chuva;Simples;"Curva;Declive";Não;0;false
2025-01-07;terça-feira;23:40:00;PR;277;SAO JOSE DOS PINHAIS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Nublado;Dupla;Viaduto;Não;0;false
2025-01-08;quarta-feira;07:00:00;RS;386;NOVA SANTA RITA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Declive;Reta;Ponte";Não;0;false
2025-01-08;quarta-feira;06:40:00;RS;386;SARANDI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-08;quarta-feira;07:25:00;SC;101;ITAPEMA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;Reta;Sim;0;false
2025-01-08;quarta-feira;08:15:00;SC;101;JOINVILLE;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;Curva;Sim;0;false
2025-01-08;quarta-feira;09:15:00;SE;101;NOSSA SENHORA DO SOCORRO;Acumulo de óleo sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-08;quarta-feira;08:15:00;MG;116;INHAPIM;Mal súbito do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Reta;Aclive";Não;0;false
2025-01-08;quarta-feira;06:50:00;MT;364;VARZEA GRANDE;Mal súbito do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Céu Claro;Dupla;Interseção de Vias;Sim;0;false
2025-01-08;quarta-feira;08:50:00;PR;369;ROLANDIA;Demais falhas na via;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-08;quarta-feira;09:25:00;SC;101;PALHOCA;Chuva;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;Curva;Não;0;false
2025-01-08;quarta-feira;09:30:00;PI;343;TERESINA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;Reta;Sim;1;true
2025-01-08;quarta-feira;05:30:00;MG;116;ENGENHEIRO CALDAS;Acessar a via sem observar a presença dos outros veículos;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Ignorado;Simples;Reta;Não;0;false
2025-01-08;quarta-feira;10:00:00;RS;386;SAO JOSE DAS MISSOES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-08;quarta-feira;11:48:00;PR;376;GUARATUBA;Ausência de reação do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;Reta;Não;0;false
2025-01-08;quarta-feira;12:05:00;PI;343;PIRIPIRI;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-08;quarta-feira;13:10:00;MG;146;POCOS DE CALDAS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-01-08;quarta-feira;10:30:00;SP;116;CAJATI;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;"Curva;Declive";Não;0;false
2025-01-08;quarta-feira;12:10:00;MG;251;FRANCISCO SA;Chuva;Saída de leito carroçável;Sem Vítimas;Pleno dia;Chuva;Simples;"Declive;Reta";Não;0;false
2025-01-08;quarta-feira;14:00:00;RS;116;SAPUCAIA DO SUL;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Viaduto;Declive;Reta";Sim;0;false
2025-01-08;quarta-feira;12:38:00;SC;101;BALNEARIO PICARRAS;Condutor deixou de manter distância do veículo da frente;Engavetamento;Sem Vítimas;Pleno dia;Nublado;Dupla;"Declive;Reta";Não;0;false
2025-01-08;quarta-feira;10:16:00;PR;277;PRUDENTOPOLIS;Ausência de reação do condutor;Tombamento;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;"Aclive;Curva";Não;2;true
2025-01-08;quarta-feira;15:15:00;PB;230;CABEDELO;Acostamento em desnível;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Em Obras;Reta";Sim;0;false
2025-01-08;quarta-feira;14:10:00;MG;40;CAETANOPOLIS;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;Curva;Sim;0;false
2025-01-08;quarta-feira;16:03:00;ES;101;SAO MATEUS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Aclive;Reta";Não;0;false
2025-01-08;quarta-feira;15:30:00;MG;40;RIBEIRAO DAS NEVES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;"Reta;Declive";Não;0;false
2025-01-08;quarta-feira;16:15:00;SE;101;NOSSA SENHORA DO SOCORRO;Mal súbito do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-08;quarta-feira;16:30:00;PE;428;PETROLINA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-01-08;quarta-feira;17:00:00;SP;116;GUARULHOS;Manobra de mudança de faixa;Colisão traseira;Sem Vítimas;Pleno dia;Nublado;Múltipla;"Em Obras;Reta;Declive";Sim;0;false
2025-01-08;quarta-feira;17:33:00;SC;101;ITAJAI;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Fatais;Pleno dia;Nublado;Dupla;Curva;Sim;2;true
2025-01-08;quarta-feira;16:20:00;GO;153;PROFESSOR JAMIL;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;"Reta;Declive";Não;0;false
2025-01-08;quarta-feira;18:00:00;PB;230;CABEDELO;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Em Obras";Sim;0;false
2025-01-08;quarta-feira;15:00:00;SP;116;REGISTRO;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;Reta;Não;0;false
2025-01-08;quarta-feira;17:38:00;RS;158;CRUZ ALTA;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-08;quarta-feira;12:40:00;PA;230;MARABA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Aclive;Sim;0;false
